kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_kepmag,ra,dec,catalog,target_id,label
8492026,K02016.01,Kepler-1054 b,CONFIRMED,4.30656389,1.364e-05,-1.364e-05,257.0,7.5,-7.5,4.1107,0.0509,-0.0509,1.95,0.67,-0.23,1.03,0.357,-0.119,6108.0,193.0,-236.0,4.466,0.056,-0.224,14.136,290.60114,44.556381,KEPLER_CONFIRMED,8492026,1
8494142,K00370.02,Kepler-145 b,CONFIRMED,22.95062278,9.927e-05,-9.927e-05,129.8,4.3,-4.3,4.4814,0.0993,-0.0993,2.17,0.15,-0.1,1.763,0.119,-0.082,6143.0,97.0,-110.0,4.039,0.03,-0.03,11.931,291.38776,44.52911,KEPLER_CONFIRMED,8494142,1
8494410,K03685.02,Kepler-1516 b,CONFIRMED,7.2593226,2.656e-05,-2.656e-05,247.5,9.5,-9.5,6.1394,0.0952,-0.0952,1.57,0.43,-0.23,0.987,0.272,-0.146,5914.0,160.0,-178.0,4.421,0.101,-0.188,14.461,291.4946,44.523499,KEPLER_CONFIRMED,8494410,1
8494542,K02204.01,Kepler-1807 b,CONFIRMED,10.86062378,3.956e-05,-3.956e-05,189.6,10.6,-10.6,2.2874,0.0856,-0.0856,2.09,0.59,-0.59,1.496,0.421,-0.421,6455.0,175.0,-214.0,4.125,0.252,-0.168,13.957,291.54941,44.52729,KEPLER_CONFIRMED,8494542,1
8494617,K02389.01,Kepler-1218 b,CONFIRMED,22.9221181,0.000258,-0.000258,140.3,6.6,-6.6,8.2,0.244,-0.244,1.33,0.21,-0.16,1.081,0.165,-0.135,5897.0,106.0,-118.0,4.357,0.11,-0.11,13.578,291.57898,44.531712,KEPLER_CONFIRMED,8494617,1
8495415,K02362.02,Kepler-1208 b,CONFIRMED,11.08507658,5.149e-05,-5.149e-05,771.8,51.1,-51.1,1.751,0.103,-0.103,2.5,0.29,-0.23,0.793,0.089,-0.073,5080.0,184.0,-163.0,4.538,0.065,-0.065,15.938,291.88126,44.555729,KEPLER_CONFIRMED,8495415,1
8505670,K00912.02,Kepler-252 b,CONFIRMED,6.66833241,3.449e-05,-3.449e-05,362.3,30.1,-30.1,1.915,0.132,-0.132,1.18,0.21,-0.22,0.591,0.109,-0.109,4201.0,676.0,-416.0,4.682,0.088,-0.072,15.058,295.57935,44.545959,KEPLER_CONFIRMED,8505670,1
8505920,K02094.01,Kepler-1090 c,CONFIRMED,42.4269647,0.0003313,-0.0003313,632.4,37.7,-37.7,5.907,0.634,-0.634,3.44,0.55,-0.45,1.013,0.162,-0.133,5330.0,79.0,-79.0,4.366,0.137,-0.125,15.001,295.66287,44.525841,KEPLER_CONFIRMED,8505920,1
8507475,K04300.01,Kepler-1585 b,CONFIRMED,3.58273837,2.315e-05,-2.315e-05,360.5,38.0,-38.0,1.523,0.154,-0.154,1.64,0.37,-0.16,0.872,0.197,-0.085,5448.0,179.0,-179.0,4.517,0.05,-0.15,15.965,296.159,44.56311,KEPLER_CONFIRMED,8507475,1
8540376,K07892.01,Kepler-457 d,CONFIRMED,10.692115,0.003313,-0.003313,408.4,51.2,-51.2,4.657,0.44,-0.44,2.71,0.82,-0.45,1.242,0.38,-0.205,6474.0,159.0,-250.0,4.311,0.108,-0.201,14.294,282.37753,44.694592,KEPLER_CONFIRMED,8540376,1
8543100,K01975.01,Kepler-1033 b,CONFIRMED,7.56052209,2.636e-05,-2.636e-05,659.8,22.2,-22.2,3.8573,0.0793,-0.0793,2.4,0.73,-0.24,0.94,0.282,-0.094,5895.0,158.0,-211.0,4.503,0.052,-0.208,15.986,283.84515,44.609089,KEPLER_CONFIRMED,8543100,1
8544992,K02466.01,Kepler-388 b,CONFIRMED,3.17323012,1.095e-05,-1.095e-05,204.5,11.2,-11.2,1.9094,0.0852,-0.0852,0.88,0.07,-0.08,0.633,0.05,-0.055,4500.0,133.0,-133.0,4.632,0.048,-0.028,14.993,284.82803,44.60873,KEPLER_CONFIRMED,8544992,1
8544996,K00913.01,Kepler-723 b,CONFIRMED,4.082274889,2.47e-07,-2.47e-07,17859.2,12.5,-12.5,3.23015,0.00288,-0.00288,10.55,2.4,-0.87,0.794,0.181,-0.065,5655.0,152.0,-152.0,4.581,0.038,-0.152,15.198,284.83047,44.658138,KEPLER_CONFIRMED,8544996,1
8547140,K01266.01,Kepler-801 b,CONFIRMED,11.41926141,2.322e-05,-2.322e-05,915.6,18.1,-18.1,3.9908,0.0545,-0.0545,1.48,0.16,-0.23,0.492,0.054,-0.074,3823.0,167.0,-184.0,4.765,0.077,-0.056,15.314,286.07523,44.664639,KEPLER_CONFIRMED,8547140,1
8547429,K02658.01,Kepler-1866 b,CONFIRMED,11.6601667,0.0001024,-0.0001024,181.0,8.8,-8.8,5.882,0.361,-0.361,2.08,0.33,-0.19,1.083,0.172,-0.1,5791.0,78.0,-86.0,4.381,0.08,-0.12,14.406,286.22464,44.654469,KEPLER_CONFIRMED,8547429,1
8552719,K01792.03,Kepler-953 c,CONFIRMED,9.10969334,2.7e-05,-2.7e-05,126.4,2.7,-2.7,5.3181,0.0677,-0.0677,1.32,0.21,-0.13,1.073,0.173,-0.106,5611.0,100.0,-112.0,4.388,0.08,-0.12,12.16,288.97165,44.624531,KEPLER_CONFIRMED,8552719,1
8554701,K03315.01,Kepler-1466 b,CONFIRMED,31.1748311,0.0002131,-0.0002131,200.2,13.6,-13.6,3.79,0.168,-0.168,1.31,0.4,-0.14,0.921,0.288,-0.096,6086.0,164.0,-182.0,4.511,0.054,-0.216,13.926,289.83121,44.609859,KEPLER_CONFIRMED,8554701,1
8557374,K00692.01,Kepler-213 b,CONFIRMED,2.462344253,4.096e-06,-4.096e-06,180.1,5.0,-5.0,1.8113,0.0424,-0.0424,1.33,0.22,-0.07,1.008,0.159,-0.057,5736.0,103.0,-125.0,4.467,0.03,-0.12,13.648,290.82419,44.647179,KEPLER_CONFIRMED,8557374,1
8558011,K00577.01,Kepler-607 c,CONFIRMED,39.6766071,0.0002446,-0.0002446,611.2,26.1,-26.1,5.04,0.178,-0.178,2.29,0.51,-0.33,0.888,0.197,-0.131,5244.0,203.0,-184.0,4.449,0.112,-0.192,14.405,291.05722,44.632381,KEPLER_CONFIRMED,8558011,1
8559152,K02488.01,Kepler-1256 b,CONFIRMED,12.4128518,9.937e-05,-9.937e-05,108.1,6.5,-6.5,4.298,0.174,-0.174,1.5,0.24,-0.27,1.346,0.214,-0.238,5945.0,118.0,-118.0,4.196,0.168,-0.112,13.539,291.4743,44.68351,KEPLER_CONFIRMED,8559152,1
8559644,K00139.01,Kepler-111 c,CONFIRMED,224.7789355,0.0002569,-0.0002569,3487.5,15.8,-15.8,11.1899,0.0916,-0.0916,7.67,1.33,-1.2,1.235,0.213,-0.194,5873.0,93.0,-129.0,4.293,0.12,-0.12,13.492,291.65317,44.688271,KEPLER_CONFIRMED,8559644,1
8561063,K00961.02,Kepler-42 c,CONFIRMED,0.453287416,1.02e-07,-1.02e-07,1461.5,11.3,-11.3,0.4445,0.015,-0.015,0.76,0.19,-0.09,0.148,0.039,-0.017,3292.0,44.0,-24.0,5.215,0.053,-0.098,15.92,292.21906,44.61916,KEPLER_CONFIRMED,8561063,1
8561231,K02346.01,Kepler-1202 b,CONFIRMED,28.6853212,0.0002024,-0.0002024,689.1,31.8,-31.8,6.307,0.174,-0.174,2.69,0.64,-0.23,0.838,0.197,-0.071,5726.0,143.0,-172.0,4.559,0.04,-0.16,15.658,292.29062,44.653252,KEPLER_CONFIRMED,8561231,1
8564587,K01270.01,Kepler-57 b,CONFIRMED,5.729317577,4.529e-06,-4.529e-06,865.4,17.7,-17.7,1.1816,0.0247,-0.0247,2.41,0.38,-0.2,0.786,0.122,-0.066,5320.0,159.0,-143.0,4.589,0.028,-0.105,14.809,293.6413,44.65704,KEPLER_CONFIRMED,8564587,1
8564674,K02022.02,Kepler-349 c,CONFIRMED,12.2476121,0.0002309,-0.0002309,402.7,69.0,-69.0,3.209,0.465,-0.465,1.9,0.28,-0.1,0.956,0.143,-0.048,5741.0,78.0,-78.0,4.492,0.03,-0.128,14.746,293.67648,44.615582,KEPLER_CONFIRMED,8564674,1
8565266,K00578.01,Kepler-608 b,CONFIRMED,6.412512953,5.036e-06,-5.036e-06,1156.4,7.6,-7.6,5.2677,0.0434,-0.0434,3.89,1.18,-0.63,1.108,0.334,-0.18,6026.0,190.0,-211.0,4.366,0.108,-0.201,14.684,293.88293,44.638088,KEPLER_CONFIRMED,8565266,1
8570333,K02436.01,Kepler-1237 b,CONFIRMED,84.5733346,0.0006541,-0.0006541,891.6,50.5,-50.5,5.762,0.193,-0.193,2.59,0.58,-0.22,0.888,0.198,-0.074,5418.0,164.0,-180.0,4.543,0.03,-0.17,15.758,295.62927,44.69062,KEPLER_CONFIRMED,8570333,1
8573193,K04337.01,Kepler-1591 b,CONFIRMED,8.18504859,8.346e-05,-8.346e-05,97.6,9.5,-9.5,4.673,0.349,-0.349,0.93,0.24,-0.08,0.906,0.234,-0.084,5984.0,149.0,-179.0,4.521,0.044,-0.187,14.686,296.51666,44.608608,KEPLER_CONFIRMED,8573193,1
8578780,K02023.01,Kepler-1784 b,CONFIRMED,13.59051547,5.634e-05,-5.634e-05,621.9,24.9,-24.9,3.784,0.104,-0.104,2.4,0.61,-0.33,0.974,0.248,-0.133,5442.0,164.0,-164.0,4.409,0.135,-0.18,15.15,297.95416,44.66748,KEPLER_CONFIRMED,8578780,1
8583696,K01275.01,Kepler-803 b,CONFIRMED,50.28635977,8.516e-05,-8.516e-05,1119.3,12.8,-12.8,6.3212,0.0464,-0.0464,3.88,0.62,-0.56,1.167,0.185,-0.168,5900.0,105.0,-117.0,4.309,0.132,-0.108,13.672,299.22162,44.693871,KEPLER_CONFIRMED,8583696,1
8591173,K02181.01,Kepler-1804 b,CONFIRMED,12.2885046,0.0001092,-0.0001092,342.1,33.7,-33.7,2.807,0.232,-0.232,3.22,1.5,-1.82,1.671,0.775,-0.947,5109.0,169.0,-138.0,3.96,0.616,-0.264,14.414,301.34286,44.672211,KEPLER_CONFIRMED,8591173,1
8591693,K02123.01,Kepler-1796 b,CONFIRMED,29.4557841,0.0001187,-0.0001187,533.8,23.0,-23.0,3.451,0.101,-0.101,2.19,0.68,-0.22,0.949,0.292,-0.097,6036.0,162.0,-198.0,4.491,0.052,-0.208,14.385,301.54297,44.60561,KEPLER_CONFIRMED,8591693,1
8609450,K01278.01,Kepler-282 d,CONFIRMED,24.8056775,0.0001033,-0.0001033,624.4,16.5,-16.5,6.148,0.102,-0.102,2.16,0.22,-0.22,0.872,0.088,-0.088,5600.0,112.0,-100.0,4.455,0.102,-0.077,15.204,284.67728,44.79768,KEPLER_CONFIRMED,8609450,1
8611257,K02931.01,Kepler-1389 b,CONFIRMED,99.2532336,0.000916,-0.000916,538.0,30.6,-30.6,7.208,0.226,-0.226,2.17,0.15,-0.08,0.715,0.047,-0.029,5010.0,100.0,-100.0,4.623,0.014,-0.052,14.699,285.71741,44.758419,KEPLER_CONFIRMED,8611257,1
8611781,K02185.01,Kepler-1135 b,CONFIRMED,76.957056,0.0006256,-0.0006256,367.1,15.8,-15.8,9.551,0.189,-0.189,2.09,0.57,-0.37,1.041,0.281,-0.187,5878.0,157.0,-157.0,4.363,0.153,-0.187,14.353,286.00296,44.756592,KEPLER_CONFIRMED,8611781,1
8611832,K02414.02,Kepler-384 c,CONFIRMED,45.3486381,0.0004007,-0.0004007,162.9,11.0,-11.0,4.858,0.205,-0.205,1.61,0.26,-0.26,1.104,0.176,-0.176,5610.0,112.0,-101.0,4.301,0.168,-0.112,13.584,286.02612,44.782871,KEPLER_CONFIRMED,8611832,1
8612275,K02111.01,Kepler-360 b,CONFIRMED,3.289726319,8.626e-06,-8.626e-06,234.9,9.9,-9.9,2.3274,0.0662,-0.0662,1.37,0.16,-0.08,0.91,0.11,-0.055,5463.0,82.0,-73.0,4.492,0.045,-0.098,14.866,286.28473,44.781551,KEPLER_CONFIRMED,8612275,1
8612847,K01264.01,Kepler-800 b,CONFIRMED,14.13175309,4.462e-05,-4.462e-05,1033.0,29.7,-29.7,4.0136,0.0822,-0.0822,3.02,0.76,-0.25,0.822,0.207,-0.069,5616.0,169.0,-169.0,4.564,0.031,-0.168,15.762,286.57483,44.7952,KEPLER_CONFIRMED,8612847,1
8613535,K02263.02,Kepler-1165 b,CONFIRMED,9.47850818,5.266e-05,-5.266e-05,184.6,7.4,-7.4,6.154,0.131,-0.131,1.47,0.45,-0.16,1.076,0.335,-0.112,6249.0,174.0,-217.0,4.428,0.054,-0.202,14.456,286.97128,44.708302,KEPLER_CONFIRMED,8613535,1
8616637,K00579.01,Kepler-190 b,CONFIRMED,2.019997006,2.758e-06,-2.758e-06,332.8,7.4,-7.4,1.8073,0.0369,-0.0369,1.46,0.09,-0.08,0.787,0.051,-0.039,5103.0,101.0,-101.0,4.562,0.032,-0.052,14.137,288.58405,44.733799,KEPLER_CONFIRMED,8616637,1
8617363,K02945.01,Kepler-1887 b,CONFIRMED,19.94752741,7.976e-05,-7.976e-05,861.3,65.5,-65.5,1.756,0.121,-0.121,2.52,0.57,-0.2,0.864,0.194,-0.069,5749.0,153.0,-170.0,4.547,0.04,-0.16,15.999,288.95551,44.7057,KEPLER_CONFIRMED,8617363,1
8620402,K03267.01,Kepler-1913 b,CONFIRMED,14.1959621,0.00012,-0.00012,196.2,16.5,-16.5,3.605,0.208,-0.208,1.66,0.54,-0.18,1.076,0.353,-0.118,6214.0,186.0,-224.0,4.442,0.054,-0.216,14.706,290.21667,44.779678,KEPLER_CONFIRMED,8620402,1
8625925,K00580.01,Kepler-609 b,CONFIRMED,6.521209629,8.386e-06,-8.386e-06,760.4,12.6,-12.6,2.7975,0.0406,-0.0406,2.54,0.61,-0.25,0.898,0.217,-0.087,5822.0,140.0,-175.0,4.529,0.042,-0.168,14.856,292.22031,44.700031,KEPLER_CONFIRMED,8625925,1
8628758,K01279.01,Kepler-804 b,CONFIRMED,14.37457572,3.311e-05,-3.311e-05,335.8,6.6,-6.6,4.7892,0.057,-0.057,1.94,0.29,-0.24,1.067,0.16,-0.131,5768.0,115.0,-115.0,4.358,0.121,-0.11,13.749,293.37225,44.785141,KEPLER_CONFIRMED,8628758,1
8628973,K00916.01,Kepler-724 b,CONFIRMED,3.314947362,1.705e-06,-1.705e-06,1398.2,13.6,-13.6,1.8007,0.0284,-0.0284,3.94,1.11,-0.37,0.944,0.266,-0.089,5609.0,150.0,-166.0,4.481,0.062,-0.188,15.142,293.45483,44.792789,KEPLER_CONFIRMED,8628973,1
8630788,K01258.01,Kepler-281 c,CONFIRMED,36.33750453,7.262e-05,-7.262e-05,2828.4,32.5,-32.5,7.06,0.161,-0.161,5.3,1.38,-0.46,0.884,0.23,-0.077,5717.0,156.0,-173.0,4.538,0.044,-0.187,15.773,294.10818,44.770699,KEPLER_CONFIRMED,8630788,1
8631504,K02503.01,Kepler-1846 b,CONFIRMED,14.8200596,0.0001119,-0.0001119,184.9,10.3,-10.3,3.902,0.201,-0.201,0.96,0.06,-0.04,0.732,0.043,-0.029,4825.0,96.0,-96.0,4.603,0.018,-0.045,14.146,294.39105,44.762959,KEPLER_CONFIRMED,8631504,1
8636333,K03349.01,Kepler-1475 b,CONFIRMED,82.175197,0.001126,-0.001126,546.4,30.5,-30.5,8.664,0.323,-0.323,2.24,0.68,-0.23,0.954,0.291,-0.097,6247.0,188.0,-206.0,4.489,0.05,-0.2,15.292,295.94827,44.75312,KEPLER_CONFIRMED,8636333,1
8636434,K03946.01,Kepler-1533 b,CONFIRMED,308.544422,0.001547,-0.001547,586.8,11.8,-11.8,18.503,0.127,-0.127,3.28,0.75,-0.38,1.349,0.311,-0.156,6325.0,69.0,-88.0,4.274,0.081,-0.15,13.215,295.97556,44.713451,KEPLER_CONFIRMED,8636434,1
8636600,K04478.01,Kepler-1959 b,CONFIRMED,6.38671206,2.762e-05,-2.762e-05,223.7,23.9,-23.9,1.201,0.109,-0.109,1.19,0.11,-0.13,0.811,0.08,-0.088,5071.0,153.0,-138.0,4.505,0.088,-0.072,14.58,296.02225,44.732658,KEPLER_CONFIRMED,8636600,1
8644288,K00137.02,Kepler-18 d,CONFIRMED,14.85890852,3.808e-06,-3.808e-06,3269.0,7.7,-7.7,3.5252,0.0133,-0.0133,5.94,0.37,-0.4,1.055,0.065,-0.072,5356.0,112.0,-72.0,4.338,0.065,-0.04,13.549,298.07944,44.746319,KEPLER_CONFIRMED,8644288,1
8644365,K03384.02,Kepler-1485 b,CONFIRMED,19.9158863,0.0001205,-0.0001205,143.2,5.4,-5.4,6.191,0.138,-0.138,1.41,0.24,-0.12,1.092,0.181,-0.097,6047.0,120.0,-133.0,4.387,0.066,-0.123,13.204,298.09543,44.737061,KEPLER_CONFIRMED,8644365,1
8651389,K01754.01,Kepler-1768 b,CONFIRMED,15.13590453,6.155e-05,-6.155e-05,255.7,15.3,-15.3,2.236,0.102,-0.102,2.57,0.74,-0.75,1.572,0.459,-0.459,6050.0,190.0,-232.0,4.137,0.252,-0.168,13.964,299.95721,44.771889,KEPLER_CONFIRMED,8651389,1
8653134,K06186.01,Kepler-1643 b,CONFIRMED,5.34264143,2.074e-05,-2.074e-05,691.3,39.5,-39.5,2.453,0.1,-0.1,1.72,0.21,-0.13,0.67,0.08,-0.053,5101.0,184.0,-184.0,4.63,0.045,-0.06,13.116,300.431,44.751015,KEPLER_CONFIRMED,8653134,1
8672910,K00918.01,Kepler-725 b,CONFIRMED,39.6431552,1.041e-05,-1.041e-05,15663.8,24.4,-24.4,6.5292,0.00694,-0.00694,10.98,0.72,-0.99,0.9,0.059,-0.081,5231.0,83.0,-73.0,4.455,0.091,-0.049,15.011,283.97751,44.811562,KEPLER_CONFIRMED,8672910,1
8676148,K02544.01,Kepler-1273 b,CONFIRMED,28.6253502,0.0002554,-0.0002554,652.7,40.7,-40.7,4.551,0.184,-0.184,2.38,0.71,-0.22,0.941,0.281,-0.088,5774.0,154.0,-188.0,4.508,0.036,-0.204,15.826,285.80322,44.873428,KEPLER_CONFIRMED,8676148,1
8678594,K01261.02,Kepler-799 c,CONFIRMED,15.19423359,8.343e-05,-8.343e-05,367.8,22.5,-22.5,3.106,0.125,-0.125,3.69,0.57,-0.85,1.593,0.245,-0.368,5588.0,83.0,-75.0,4.047,0.203,-0.087,15.12,287.1749,44.878571,KEPLER_CONFIRMED,8678594,1
8680979,K01891.02,Kepler-330 b,CONFIRMED,8.25980352,4.686e-05,-4.686e-05,298.4,18.0,-18.0,2.928,0.13,-0.13,1.35,0.04,-0.1,0.805,0.028,-0.056,4891.0,78.0,-87.0,4.516,0.067,-0.018,15.261,288.44739,44.801682,KEPLER_CONFIRMED,8680979,1
8681734,K02340.01,Kepler-1198 b,CONFIRMED,7.68478504,3.077e-05,-3.077e-05,274.1,14.7,-14.7,2.447,0.105,-0.105,1.47,0.13,-0.11,0.907,0.081,-0.066,5344.0,85.0,-74.0,4.469,0.07,-0.077,14.776,288.83401,44.838249,KEPLER_CONFIRMED,8681734,1
8681833,K02865.01,Kepler-1372 b,CONFIRMED,1.311558909,5.764e-06,-5.764e-06,141.3,9.7,-9.7,1.919,0.12,-0.12,1.15,0.35,-0.12,0.963,0.297,-0.099,5926.0,164.0,-205.0,4.501,0.039,-0.221,15.371,288.88663,44.83955,KEPLER_CONFIRMED,8681833,1
8685497,K01629.01,Kepler-914 b,CONFIRMED,4.4096675,1.189e-05,-1.189e-05,132.7,5.8,-5.8,2.1418,0.0626,-0.0626,1.51,0.25,-0.15,1.166,0.193,-0.113,5836.0,104.0,-127.0,4.347,0.08,-0.12,13.574,290.41199,44.89933,KEPLER_CONFIRMED,8685497,1
8686097,K00374.01,Kepler-540 b,CONFIRMED,172.7046083,0.0004753,-0.0004753,659.1,8.0,-8.0,11.347,0.0738,-0.0738,2.85,0.45,-0.44,1.116,0.175,-0.175,5851.0,105.0,-117.0,4.302,0.156,-0.104,12.209,290.62524,44.873959,KEPLER_CONFIRMED,8686097,1
8686373,K04066.01,Kepler-1936 b,CONFIRMED,126.55719,0.001217,-0.001217,366.4,16.4,-16.4,8.079,0.548,-0.548,4.59,1.44,-1.43,1.854,0.578,-0.578,6501.0,179.0,-247.0,4.054,0.231,-0.189,13.666,290.73001,44.836121,KEPLER_CONFIRMED,8686373,1
8689031,K00920.01,Kepler-726 b,CONFIRMED,21.80451611,4.733e-05,-4.733e-05,1144.9,26.4,-26.4,3.4097,0.0714,-0.0714,2.6,0.47,-0.19,0.708,0.127,-0.051,5481.0,163.0,-146.0,4.629,0.028,-0.112,15.067,291.71732,44.88731,KEPLER_CONFIRMED,8689031,1
8689373,K00921.03,Kepler-253 b,CONFIRMED,3.78402867,1.076e-05,-1.076e-05,426.1,18.4,-18.4,1.9012,0.0678,-0.0678,1.7,0.25,-0.12,0.775,0.111,-0.056,5196.0,155.0,-155.0,4.593,0.026,-0.097,15.532,291.84198,44.858089,KEPLER_CONFIRMED,8689373,1
8689793,K01893.01,Kepler-1003 b,CONFIRMED,3.554856338,6.658e-06,-6.658e-06,232.9,6.7,-6.7,2.1004,0.0428,-0.0428,1.29,0.37,-0.1,0.831,0.24,-0.06,6068.0,163.0,-181.0,4.565,0.036,-0.204,14.053,292.02045,44.876221,KEPLER_CONFIRMED,8689793,1
8692861,K00172.01,Kepler-69 b,CONFIRMED,13.7223682,1.822e-05,-1.822e-05,571.1,6.5,-6.5,5.1231,0.0357,-0.0357,2.23,0.28,-0.27,0.943,0.117,-0.117,5637.0,113.0,-101.0,4.399,0.132,-0.088,13.749,293.26093,44.868889,KEPLER_CONFIRMED,8692861,1
8700771,K01283.01,Kepler-806 b,CONFIRMED,8.0922105,3.324e-05,-3.324e-05,65.3,2.0,-2.0,5.7696,0.0626,-0.0626,1.44,0.22,-0.34,1.395,0.216,-0.325,5774.0,115.0,-92.0,4.106,0.224,-0.096,11.731,296.00711,44.853474,KEPLER_CONFIRMED,8700771,1
8709688,K03019.01,Kepler-1893 b,CONFIRMED,4.17939037,2.877e-05,-2.877e-05,172.8,12.2,-12.2,2.647,0.132,-0.132,1.52,0.24,-0.23,1.162,0.179,-0.179,5633.0,76.0,-76.0,4.296,0.15,-0.113,14.927,298.40137,44.838181,KEPLER_CONFIRMED,8709688,1
8711794,K00105.01,Kepler-463 b,CONFIRMED,8.981014925,3.085e-06,-3.085e-06,1059.3,6.4,-6.4,1.8478,0.0116,-0.0116,3.14,0.43,-0.48,0.967,0.133,-0.147,5666.0,124.0,-102.0,4.362,0.156,-0.104,12.87,298.93704,44.85791,KEPLER_CONFIRMED,8711794,1
8733898,K02842.01,Kepler-446 b,CONFIRMED,1.565412613,1.601e-06,-1.601e-06,2754.6,83.1,-83.1,0.7572,0.0299,-0.0299,1.73,0.22,-0.19,0.328,0.04,-0.036,3464.0,69.0,-55.0,4.923,0.044,-0.044,16.257,282.25021,44.921108,KEPLER_CONFIRMED,8733898,1
8738735,K00693.02,Kepler-214 b,CONFIRMED,15.66057688,3.826e-05,-3.826e-05,384.1,6.3,-6.3,7.012,0.0696,-0.0696,2.05,0.34,-0.12,1.044,0.173,-0.062,6000.0,106.0,-142.0,4.45,0.032,-0.128,13.949,284.75485,44.956032,KEPLER_CONFIRMED,8738735,1
8738775,K03432.01,Kepler-1498 b,CONFIRMED,48.0506878,0.0009968,-0.0009968,274.5,21.4,-21.4,7.999,0.45,-0.45,2.36,0.42,-0.78,1.453,0.26,-0.483,5332.0,95.0,-63.0,4.083,0.338,-0.113,15.033,284.77811,44.916779,KEPLER_CONFIRMED,8738775,1
8742590,K01281.01,Kepler-1742 b,CONFIRMED,49.4781446,0.0002006,-0.0002006,496.6,28.0,-28.0,2.493,0.102,-0.102,1.88,0.52,-0.17,0.849,0.236,-0.079,5776.0,138.0,-155.0,4.554,0.035,-0.196,14.427,286.96683,44.992489,KEPLER_CONFIRMED,8742590,1
8745553,K05568.01,Kepler-1633 b,CONFIRMED,62.134919,0.002027,-0.002027,147.5,15.4,-15.4,8.711,0.854,-0.854,6.71,1.09,-3.27,4.912,0.799,-2.396,5889.0,79.0,-88.0,3.358,0.45,-0.079,13.435,288.5152,44.923229,KEPLER_CONFIRMED,8745553,1
8750043,K02017.01,Kepler-1055 b,CONFIRMED,2.29503515,1.29e-05,-1.29e-05,172.1,18.5,-18.5,1.654,0.151,-0.151,1.18,0.16,-0.08,0.909,0.123,-0.066,5637.0,101.0,-112.0,4.482,0.059,-0.102,13.09,290.48676,44.932621,KEPLER_CONFIRMED,8750043,1
8751796,K03125.01,Kepler-1435 b,CONFIRMED,4.45342418,3.85e-05,-3.85e-05,46.6,3.3,-3.3,3.654,0.188,-0.188,0.9,0.17,-0.11,1.269,0.237,-0.158,6256.0,114.0,-126.0,4.269,0.12,-0.12,12.938,291.17328,44.921131,KEPLER_CONFIRMED,8751796,1
8751933,K01257.01,Kepler-420 b,CONFIRMED,86.64764448,4.403e-05,-4.403e-05,7311.6,35.2,-35.2,4.2326,0.0174,-0.0174,9.4,1.33,-1.33,1.12,0.158,-0.158,5522.0,75.0,-83.0,4.323,0.132,-0.108,14.651,291.22519,44.92738,KEPLER_CONFIRMED,8751933,1
8753657,K00321.01,Kepler-406 b,CONFIRMED,2.426304127,2.398e-06,-2.398e-06,185.4,2.2,-2.2,2.6624,0.028,-0.028,1.41,0.21,-0.08,0.97,0.15,-0.053,5678.0,102.0,-124.0,4.484,0.03,-0.12,12.52,291.84805,44.96822,KEPLER_CONFIRMED,8753657,1
8753896,K02473.01,Kepler-389 b,CONFIRMED,3.24417541,1.562e-05,-1.562e-05,371.9,23.4,-23.4,1.992,0.105,-0.105,1.84,0.08,-0.16,0.87,0.037,-0.075,5094.0,81.0,-81.0,4.469,0.096,-0.03,15.77,291.95999,44.900021,KEPLER_CONFIRMED,8753896,1
8757824,K02552.01,Kepler-1275 b,CONFIRMED,3.65690909,1.919e-05,-1.919e-05,107.4,9.8,-9.8,2.064,0.141,-0.141,1.32,0.23,-0.17,1.271,0.216,-0.162,6078.0,81.0,-90.0,4.294,0.099,-0.121,14.46,293.50049,44.932461,KEPLER_CONFIRMED,8757824,1
8758204,K02841.01,Kepler-1881 b,CONFIRMED,159.388788,0.003488,-0.003488,1033.0,68.1,-68.1,8.432,0.394,-0.394,2.73,0.14,-0.24,0.874,0.044,-0.076,5135.0,84.0,-77.0,4.464,0.09,-0.036,15.822,293.6394,44.982529,KEPLER_CONFIRMED,8758204,1
8760040,K02963.01,Kepler-1396 b,CONFIRMED,18.2206024,0.0001324,-0.0001324,201.8,11.2,-11.2,5.109,0.15,-0.15,1.78,0.3,-0.23,1.262,0.209,-0.168,5951.0,71.0,-79.0,4.283,0.12,-0.12,14.544,294.33646,44.918289,KEPLER_CONFIRMED,8760040,1
8766650,K01904.01,Kepler-1008 b,CONFIRMED,12.43929428,5.267e-05,-5.267e-05,254.3,12.1,-12.1,3.176,0.105,-0.105,1.3,0.06,-0.09,0.773,0.036,-0.053,4987.0,99.0,,4.531,0.068,-0.023,13.395,296.54752,44.941929,KEPLER_CONFIRMED,8766650,1
8773015,K04301.01,Kepler-1586 b,CONFIRMED,15.604841,0.0001334,-0.0001334,73.4,5.0,-5.0,4.543,0.172,-0.172,1.57,0.32,-0.48,1.706,0.349,-0.524,6254.0,174.0,-212.0,4.019,0.266,-0.114,13.096,298.20261,44.925831,KEPLER_CONFIRMED,8773015,1
